,NUMBER,S,NAME,INCHI_KEY,SMILES,ACTIVITY_LABEL,ACTIVITY_PROBABILITY
3155,#3471,S,6-chloro-2-(2-hydroxy-biphenyl-3-yl)-1h-indole-5-carboxamidine,FEKRWNWZMOSVBX-UHFFFAOYSA-N,N=C(N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,0.0,0.0496995858848
3197,#3519,S,coenzyme f420,GEHSZWRGPHDXJO-ALELSXGZSA-N,C[C@@H](O[P@](=O)(O)OC[C@H](O)[C@@H](O)[C@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,0.0,0.0495970696211
5934,#6475,S,sinapinate,PCMORTLOPMLEFB-UHFFFAOYSA-N,COc1cc(/C=C/C(=O)O)cc(OC)c1O,0.0,0.0495703741908
1793,#1944,S,pyridoxine-5'-phosphate,WHOMFKWHIQZTHY-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CO)c1O,0.0,0.049563780427
2864,#3155,S,(r)-mevalonate,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,C[C@@](O)(CCO)CC(=O)O,0.0,0.0495510101318
5089,#5604,S,dodecanesulfonate ion,LDMOEFOXLIZJOW-UHFFFAOYSA-N,CCCCCCCCCCCCS(=O)(=O)O,0.0,0.0494539290667
1193,#1282,S,cyprenorphine,VSKIOMHXEUHYSI-KNLIIKEYSA-N,CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.0,0.0494456030428
1296,#1392,S,ticarcillin,OHKOGUYZJXTSFX-KZFFXBSXSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,0.0,0.0494133643806
4248,#4725,S,tetryzoline,BYJAVTDNIXVSPW-UHFFFAOYSA-N,c1ccc2c(c1)CCCC2C1=NCCN1,0.0,0.0492956936359
1882,#2043,S,1-(5-carboxypentyl)-5-[(2*6-dichlorobenzyl)oxy]-1 h-indole-2-carboxylic acid,JTGPYFFQVOIJKR-UHFFFAOYSA-N,O=C(O)CCCCCn1c(C(=O)O)cc2cc(OCc3c(Cl)cccc3Cl)ccc21,0.0,0.0492861904204
1171,#1260,S,beta-hydroxyfentanyl,JEFVHLMGRUJLET-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,0.0,0.0492651760578
4492,#4987,S,5-[(phenylsulfonyl)amino]-1*3*4-thiadiazole-2-sulfonamide,PWDGTQXZLNDOKS-UHFFFAOYSA-N,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,0.0,0.0492146164179
5393,#5918,S,(3e)-5-fluoro-1-[(6-fluoro-4h-1*3-benzodioxin-8-yl)methyl]-1h-indole-2*3-dione 3-oxime,DXIHOIDYHQSQKJ-UHFFFAOYSA-N,O=C1/C(=N/O)c2cc(F)ccc2N1Cc1cc(F)cc2c1OCOC2,0.0,0.0492061823606
906,#970,S,dimethyl sulfoxide,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,0.0,0.0491820052266
1088,#1165,S,cefamandole,OLVCFLKTBJRLHI-AXAPSJFSSA-N,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,0.0,0.0491818487644
3200,#3523,S,n-ethyl retinamide,WKYDOCGICAMTKE-UHFFFAOYSA-N,CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0.0,0.0491410791874
24,#33,S,riboflavin,AUNGANRZJHBGPY-SCRDCRAPSA-N,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0.0,0.049122903496
6032,#6579,S,3-(4-nitrophenyl)-1h-pyrazole,IPIYADCDDIUVPS-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2cc[nH]n2)cc1,0.0,0.0491109751165
1779,#1928,S,2'*3'-dideoxyadenosine-5'-triphosphate,OAKPWEUQDVLTCN-NKWVEPMBSA-N,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O1,0.0,0.0490509681404
1416,#1523,S,n-benzyl-4-sulfamoyl-benzamide,CZKNSZUJCJHTTM-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,0.0,0.0490421578288
1839,#1993,S,orotic acid,PXQPEWDEAKTCGB-UHFFFAOYSA-N,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,0.0,0.0490407459438
3353,#3699,S,3-methyladenine,FSASIHFSFGAIJM-UHFFFAOYSA-N,Cn1cnc(N)c2ncnc1-2,0.0,0.0489138588309
1751,#1892,S,3-amino-4-oxybenzyl-2-butanone,ISLRAQPEXPIKDJ-NSHDSACASA-N,CC(=O)[C@@H](N)COCc1ccccc1,0.0,0.0489020384848
2803,#3084,S,(3e)-6'-bromo-2*3'-biindole-2'*3(1h*1'h)-dione 3-oxime,DDLZLOKCJHBUHD-UHFFFAOYSA-N,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,0.0,0.0488936640322
3378,#3728,S,5-fluoro-4-(s)-hydroxy-3*4-dihydropyrimidine,PRVUBDAKZJCBTI-GSVOUGTGSA-N,O=C1NC=C(F)[C@@H](O)N1,0.0,0.0487992577255
1632,#1761,S,l-756*423,AOMZDQMIOCTPQP-ADGPBILTSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,0.0,0.0487175136805
656,#709,S,menthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.0,0.0486913584173
4016,#4438,S,neramexane,OGZQTTHDGQBLBT-UHFFFAOYSA-N,CC1(C)CC(C)(C)CC(C)(N)C1,0.0,0.0486913584173
1760,#1901,S,s-butyryl-cystein,QARMATOLSBVIJD-RXMQYKEDSA-N,CCCC(=O)SC[C@@H](N)C(=O)O,0.0,0.0486881583929
710,#764,S,quinapril,JSDRRTOADPPCHY-HSQYWUDLSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,0.0,0.0486748404801
2787,#3063,S,2-phenethyl-2*3-dihydro-phthalazine-1*4-dione,JSSVIGGKHIJEHO-UHFFFAOYSA-N,O=c1[nH]n(CCc2ccccc2)c(=O)c2ccccc12,0.0,0.0486177280545
5630,#6157,S,2-naphthalenesulfonic acid,KVBGVZZKJNLNJU-UHFFFAOYSA-N,O=S(=O)(O)c1ccc2ccccc2c1,0.0,0.0485959947109
2374,#2592,S,2-amino-vinyl-phosphate,KYMLMTPYCDIFEC-UHFFFAOYSA-N,N/C=C/OP(=O)(O)O,0.0,0.0485761016607
5328,#5852,S,2-fluoro-4-[4-(4-fluorophenyl)-1h-pyrazol-3-yl]pyridine,YJCHZVXSPFPKMX-UHFFFAOYSA-N,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1,0.0,0.0485311113298
3227,#3552,S,d-xylulose,ZAQJHHRNXZUBTE-UCORVYFPSA-N,O=C(CO)[C@@H](O)[C@@H](O)CO,0.0,0.0485197938979
4018,#4443,S,tagatose,BJHIKXHVCXFQLS-PQLUHFTBSA-N,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,0.0,0.0485197938979
1446,#1554,S,4-flourobenzenesulfonamide,LFLSATHZMYYIAQ-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(F)cc1,0.0,0.0484941229224
6234,#6796,S,flumequine,DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,0.0484721027315
1861,#2019,S,6-oxo-8*9*10*11-tetrahydro-7h-cyclohepta[c][1]benzopyran-3-o-sulfamate,DSLPMJSGSBLWRE-UHFFFAOYSA-N,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,0.0,0.048413798213
2375,#2593,S,ru78783,FRLTXWJJMCIUNT-UHFFFAOYSA-N,O=P(O)(O)C(c1ccccc1)P(=O)(O)O,0.0,0.0484040342271
4287,#4778,S,methyl l-phenylalaninate,VSDUZFOSJDMAFZ-VIFPVBQESA-N,COC(=O)[C@@H](N)Cc1ccccc1,0.0,0.0483596660197
4917,#5422,S,(3-exo)-3-(10*11-dihydro-5h-dibenzo[a*d][7]annulen-5-yloxy)-8*8-dimethyl-8-azoniabicyclo[3.2.1]octane,BADPXOSJBUEVTR-WKCHPHFGSA-N,C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2,0.0,0.0483210235834
2120,#2305,S,bulgecin a,RPNZWZDLNYCCIG-RWQOYFMZSA-N,CC(=O)N[C@H]1[C@H](O)[C@@H](OS(=O)(=O)O)[C@@H](CO)O[C@H]1O[C@H]1C[C@H](C(=O)NCCS(=O)(=O)O)N[C@H]1CO,0.0,0.0483090430498
496,#536,S,stavudine,XNKLLVCARDGLGL-JGVFFNPUSA-N,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,0.0,0.0482558943331
316,#338,S,dipivefrin,OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,0.0,0.0481865666807
2755,#3024,S,2-carboxyethylphosphonic acid,NLBSQHGCGGFVJW-UHFFFAOYSA-N,O=C(O)CCP(=O)(O)O,0.0,0.0481782667339
4522,#5019,S,1*1*1*3*3*3-hexafluoro-2-{4-[(2*2*2-trifluoroethyl)amino]phenyl}propan-2-ol,VHDRSZOHKKZOQF-UHFFFAOYSA-N,OC(c1ccc(NCC(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F,0.0,0.0481734573841
4661,#5160,S,n-{[(2s*3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine,CFABOFMUPCWOPC-LHEWDLALSA-N,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC,0.0,0.048133186996
6145,#6696,S,hyaluronic acid,KIUKXJAPPMFGSW-MNSSHETKSA-N,CC(=O)N[C@@H]1C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O[C@@H]1[C@@H](C(=O)O)O[C@@H](OC2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2NC(C)=O)[C@H](O)[C@H]1O,0.0,0.0481273345649
2834,#3119,S,5*10-dimethylene tetrahydromethanopterin,GBMIGEWJAPFSQI-FLVBPUPRSA-N,C[C@H]1[C@@H]2[C@@H](C)Nc3nc(N)[nH]c(=O)c3N2CN1c1ccc(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@](=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@@H]2O)cc1,0.0,0.0481269769371
5058,#5569,S,undecylamine-n*n-dimethyl-n-oxide,OZHBUVQCJMARBN-UHFFFAOYSA-N,CCCCCCCCCCC[N+](C)(C)[O-],0.0,0.0481246560812
2053,#2226,S,1*6-fructose diphosphate (linear form),XPYBSIWDXQFNMH-PQLUHFTBSA-N,O=C(COP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,0.0,0.0481058843434
4291,#4783,S,2'*5'-dideoxy-adenosine 3'-monophosphate,NFGZMOICZSFFLB-DSYKOEDSSA-N,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1OP(=O)(O)O,0.0,0.0480933114886
6455,#7060,S,ombitasvir,PIDFDZJZLOTZTM-KHVQSSSXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,0.0,0.0480899363756
1012,#1082,S,lomustine,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NC1CCCCC1,0.0,0.0480842292309
2879,#3171,S,[4-(4-hydroxy-benzyl)-2-(2-hydroxy-1-methyl-ethyl)-5-oxo-imidazolidin-1-yl]-acetic acid,IOOVFQXJDCDSOE-MDZLAQPJSA-N,N[C@H](CO)[C@H]1N[C@@H](Cc2ccc(O)cc2)C(=O)N1CC(=O)O,0.0,0.0480782948434
1269,#1360,S,ohmefentanyl,FRPRNNRJTCONEC-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C,0.0,0.0480231791735
423,#457,S,vinblastine,JXLYSJRDGCGARV-XQKSVPLYSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.0,0.048003681004
4798,#5298,S,thiophene-2*5-disulfonic acid 2-amide-5-(4-methyl-benzylamide),GUNRMHMEAWSZQE-UHFFFAOYSA-N,Cc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,0.0,0.047999702394
4995,#5505,S,5-amino-6-cyclohexyl-4-hydroxy-2-isopropyl-hexanoic acid,SRFUYEFGHOTBHV-IHRRRGAJSA-N,CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O,0.0,0.0479871444404
6444,#7048,S,molsidomine,XLFWDASMENKTKL-UHFFFAOYSA-O,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,0.0,0.0479522906244
6331,#6902,S,diiodohydroxyquinoline,UXZFQZANDVDGMM-UHFFFAOYSA-N,Oc1c(I)cc(I)c2cccnc12,0.0,0.0478822216392
1711,#1846,S,(s*r)-fidarestat,WNKANLGXFYVJAI-QPUJVOFHSA-N,[NH]C(=O)[C@@H]1C[C@@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,0.0,0.0478129424155
1642,#1772,S,fidarestat,WNKANLGXFYVJAI-UFBFGSQYSA-N,[NH]C(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,0.0,0.0478129424155
1658,#1788,S,2*4-diamino-4*6-dihydroxypyrimidine,HWSJQFCTYLBBOF-UHFFFAOYSA-N,Nc1nc(O)c(N)c(O)n1,0.0,0.0478110350668
895,#959,S,streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0.0,0.0478065311909
1113,#1193,S,ephedrine,KWGRBVOPPLSCSI-WPRPVWTQSA-N,CN[C@@H](C)[C@H](O)c1ccccc1,0.0,0.0477956682444
682,#735,S,pseudoephedrine,KWGRBVOPPLSCSI-WCBMZHEXSA-N,CN[C@@H](C)[C@@H](O)c1ccccc1,0.0,0.0477956682444
6253,#6815,S,enviomycin,DLJSWBUDZJQGLE-MYIPQGGFSA-N,[NH]C(=O)N/C=C1\NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](N)[C@H](O)CCN)CNC(=O)[C@H]([C@H]2CCNC(=N)N2)NC1=O,0.0,0.0477842316031
2693,#2954,S,2-allyl-6-methyl-phenol,WREVCRYZAWNLRZ-UHFFFAOYSA-N,C=CCc1cccc(C)c1O,0.0,0.0477259121835
4695,#5194,S,1-(4-thiophen-2-ylphenyl)methanamine,YKNLMMDEWQZCLJ-UHFFFAOYSA-N,NCc1ccc(-c2cccs2)cc1,0.0,0.0476794950664
5124,#5640,S,diethyl 4-methoxyphenyl phosphate,GDWXALVJBAAUJN-UHFFFAOYSA-N,CCOP(=O)(OCC)Oc1ccc(OC)cc1,0.0,0.0475595258176
2062,#2236,S,phosphonopyruvate,CHDDAVCOAOFSLD-UHFFFAOYSA-N,O=C(O)C(=O)CP(=O)(O)O,0.0,0.0475536808372
5451,#5976,S,4-amino-5-(2-methylphenyl)-2*4-dihydro-3h-1*2*4-triazole-3-thione,CUEYNOAJNUCBAP-UHFFFAOYSA-N,Cc1ccccc1-c1n[nH]c(=S)n1N,0.0,0.0475530251861
3125,#3433,S,5*6-diaminouracil,BBTNLADSUVOPPN-UHFFFAOYSA-N,Nc1[nH]c(=O)[nH]c(=O)c1N,0.0,0.0475492365658
3165,#3483,S,al4623,XACIEZJJSXJZMD-SECBINFHSA-N,CCN[C@@H]1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.0,0.0475420095026
698,#751,S,benzonatate,MAFMQEKGGFWBAB-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0.0,0.0475368835032
3971,#4390,S,zanapezil,PMBLXLOXUGVTGB-UHFFFAOYSA-N,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,0.0,0.0475334189832
3924,#4340,S,4-nitrophenyl-(6-s-alpha-d-xylopyranosyl)-beta-d-glucopyranoside,HQYVHBCTLFPWRQ-ZMFOIVQCSA-N,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CS[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1,0.0,0.0475081652403
2835,#3120,S,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,UXOZEHHQWXVTPI-KEJZVSMNSA-N,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)c2cc1N(C)C,0.0,0.0474514365196
3563,#3939,S,adenosine diphosphate 5-(beta-ethyl)-4-methyl-thiazole-2-carboxylic acid,VGXBGQACJQRWLV-LQZWOCCTSA-N,Cc1nc(C(=O)O)sc1CCO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,0.0,0.0474121533334
2127,#2312,S,al7182,ICIXQGGQPKFQRL-UHFFFAOYSA-N,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,0.0,0.047409452498
6227,#6789,S,fusafungine,MIZMDSVSLSIMSC-OGLSAIDSSA-N,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,0.0,0.0473589301109
2610,#2862,S,2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1*6-dihydro-1-pyrimidinyl]-n-(3*3*3-trifluoro-1-isopropyl-2-oxopropyl)acetamide,JWSWTHSJMGVOKE-HNNXBMFYSA-N,CC(C)[C@H](NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,0.0,0.0473399981856
789,#844,S,apraclonidine,IEJXVRYNEISIKR-UHFFFAOYSA-N,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0.0,0.0473299622536
1578,#1701,S,1-(2*6-dichlorophenyl)-5-(2*4-difluorophenyl)-7-piperidin-4-yl-3*4-dihydroquinolin-2(1h)-one,VXIYTVJEIXMAQF-UHFFFAOYSA-N,O=C1CCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,0.0,0.047288313508
2584,#2832,S,indole-3-propanol phosphate,NKEZSFZOUIIZFL-UHFFFAOYSA-N,O=P(O)(O)OCCCc1c[nH]c2ccccc12,0.0,0.0472808890045
1267,#1358,S,codeine-n-oxide,BDLSDHWCOJPHIE-KFUGMXNISA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@+](C)([O-])CC[C@]314,0.0,0.0472703911364
3374,#3724,S,willardiine,FACUYWPMDKTVFU-BYPYZUCNSA-N,N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O,0.0,0.047187898308
5986,#6529,S,6-chloro-3-(dichloromethyl)-3*4-dihydro-2h-1*2*4-benzothiadiazine-7-sulfonamide 1*1-dioxide,LMJSLTNSBFUCMU-MRVPVSSYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O,0.0,0.0471792146564
838,#900,S,trichlormethiazide,LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.0,0.0471792146564
2617,#2871,S,(3-formyl-but-3-enyl)-phosphonic acid,UBLMBCUBDKMVMQ-UHFFFAOYSA-N,C=C(C=O)CCP(=O)(O)O,0.0,0.0471685118973
1035,#1107,S,saquinavir,NWYZFOAUHASWOK-UGJKXSETSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC([NH])=O)NC(=O)c1ccc2ccccc2n1,0.0,0.047147963196
6479,#7097,S,hydroxyamfetamine,GIKNHHRFLCDOEU-UHFFFAOYSA-N,CC(N)Cc1ccc(O)cc1,0.0,0.0471310093999
1187,#1276,S,4-methoxyamphetamine,NEGYEDYHPHMHGK-UHFFFAOYSA-N,COc1ccc(CC(C)N)cc1,0.0,0.0471310093999
3032,#3337,S,3*4-dihydro-5-methyl-isoquinolinone,RLLZPXDJYADIEU-UHFFFAOYSA-N,Cc1cccc2c1CCNC2=O,0.0,0.0470933131874
1240,#1331,S,1-piperidinocyclohexanecarbonitrile,WWSAYKJWUZJLRT-UHFFFAOYSA-N,N#CC1(N2CCCCC2)CCCCC1,0.0,0.0470868758857
3648,#4039,S,trencam-3*2-hopo,QCIDBNKTKNBPKM-UHFFFAOYSA-N,NC(=O)c1cccc(O)c1O,0.0,0.0470540635288
6474,#7092,S,metrizoic acid,GGGDNPWHMNJRFN-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,0.0,0.0470441132784
1834,#1988,S,n-bromoacetyl-aminoethyl phosphate,DPNUMPJWOVYEOX-UHFFFAOYSA-N,CC(=O)N(Br)CCOP(=O)(O)O,0.0,0.0469709374011
5119,#5634,S,3-methyl-1*6*8-trihydroxyanthraquinone,RHMXXJGYXNZAPX-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0.0,0.0469694212079
2622,#2876,S,dpi59,AXIBZLYWMBUYRV-NSHDSACASA-N,O=P(O)(O)[C@H](O)c1cccc2ccccc12,0.0,0.0469600185752
2222,#2421,S,c-(1-hydrogyl-beta-d-glucopyranosyl) formamide,DTZYCNDAJQDPQC-QVVHOTIMSA-N,NC(=O)[C@]1(O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,0.0,0.0468557402492
1976,#2142,S,uridine-5'-diphosphate-mannose,HSCJRCZFDFQWRP-NYYOCOOHSA-N,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,0.0,0.04684169963
5491,#6017,S,(1r*4s*7as)-1-(1-formylprop-1-en-1-yl)-4-methoxy-2*4*5*6*7*7a-hexahydro-1h-isoindole-3-carboxylic acid,ZYKSDPVHVMSKIL-NHCYSSNCSA-N,C/C=C(/C=O)[C@@H]1NC(C(=O)O)=C2[C@@H](OC)CCC[C@@H]21,0.0,0.0468409024179
1469,#1581,S,2-tridecanoyloxy-pentadecanoic acid,WLKQLKMXKFGMQI-AREMUKBSSA-N,CCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCCC)CC(=O)O,0.0,0.0467971712351
6187,#6745,S,fluticasone furoate,XTULMSXFIHGYFS-VLSRWLAYSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,0.0,0.0467952899635
5841,#6375,S,4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide,LHVDNDIAMJOEKH-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)NC(=O)NCCS)cc1,0.0,0.0467885062099
4499,#4994,S,(3s)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid,FPQOSKXLHCTVED-ZETCQYMHSA-N,O=C(O)[C@H]1CC(=O)N(c2ccccc2O)C1,0.0,0.0467684008181
3818,#4223,S,beta-methyllactoside,FHNIYFZSHCGBPP-ABBMIVAOSA-N,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.0,0.0467541180551
1918,#2082,S,methyl-o3-(alpha-d-mannose)-alpha-d-mannose,WOKXHOIRHHAHDA-SFEDKXFNSA-N,CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,0.0,0.0467541180551
1933,#2098,S,xylose-derived imidazole,QMHSBFMMOLGPGR-JKUQZMGJSA-N,O[C@H]1Cn2ccnc2[C@@H](O)[C@@H]1O,0.0,0.0467529930174
3052,#3358,S,3-amino-4*5-dihydroxy-cyclohex-1-enecarboxylate,WPZSUTUAATWRPU-KVQBGUIXSA-N,N[C@H]1C=C(C(=O)O)C[C@@H](O)[C@@H]1O,0.0,0.0467336326838
2678,#2938,S,2*6-anhydro-3-deoxy-d-erythro-hex-2-enonic acid,GQECVRZDTXJRPX-QWWZWVQMSA-N,O=C(O)C1=C[C@@H](O)[C@H](O)CO1,0.0,0.0467336326838
1809,#1961,S,4*5-dihydroxy-tetrahydro-pyran-2-carboxylic acid,YRPRHLNMFWDGSL-YUPRTTJUSA-N,O=C(O)[C@@H]1C[C@H](O)[C@@H](O)CO1,0.0,0.0467336326838
3556,#3928,S,3-dehydroshikimate,YVYKOQWMJZXRRM-PUFIMZNGSA-N,O=C(O)[C@@H]1C=C(O)[C@H](O)[C@H](O)C1,0.0,0.0467336326838
1097,#1175,S,pipecuronium,OWWLUIWOFHMHOQ-XGHATYIMSA-N,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,0.0,0.0467216223478
2434,#2662,S,bombykol,CIVIWCVVOFNUST-UHFFFAOYSA-N,CCC/C=C/C=C/CCCCCCCCCO,0.0,0.0466919019818
